timestamp_ms,joint_val_1,joint_val_2,joint_val_3,joint_val_4
0,-0.445289,0.222645,4.626059,-3.982863
19,-0.346336,0.222645,4.675535,-4.057078
40,-0.420551,0.272121,4.576582,-4.081817
59,-0.321598,0.247383,4.576582,-4.057078
80,-0.346336,0.247383,4.675535,-3.958125
100,-0.371074,0.148430,4.675535,-3.982863
119,-0.321598,0.321598,4.626059,-4.081817
139,-0.321598,0.272121,4.626059,-4.081817
160,-0.321598,0.272121,4.576582,-4.081817
179,-0.420551,0.148430,4.675535,-3.958125
200,-0.346336,0.247383,4.700274,-4.057078
219,-0.321598,0.371074,4.576582,-4.156032
240,-0.346336,0.247383,4.626059,-4.081817
260,-0.371074,0.247383,4.675535,-4.057078
280,-0.420551,0.173168,4.700274,-3.958125
300,-0.272121,0.321598,4.626059,-4.081817
320,-0.321598,0.272121,4.626059,-4.081817
340,-0.321598,0.247383,4.601320,-4.007602
360,-0.445289,0.173168,4.700274,-3.958125
380,-0.371074,0.247383,4.601320,-4.057078
400,-0.272121,0.321598,4.527106,-4.106555
420,-0.272121,0.247383,4.675535,-4.081817
440,-0.371074,0.222645,4.700274,-3.982863
460,-0.371074,0.173168,4.700274,-3.982863
480,-0.346336,0.272121,4.626059,-4.057078
500,-0.272121,0.272121,4.527106,-4.106555
520,-0.346336,0.247383,4.626059,-4.007602
539,-0.420551,0.148430,4.725012,-4.007602
560,-0.420551,0.222645,4.601320,-4.057078
580,-0.346336,0.247383,4.527106,-4.081817
600,-0.222645,0.346336,4.477629,-4.081817
620,-0.346336,0.173168,4.700274,-3.982863
640,-0.420551,0.222645,4.675535,-3.982863
660,-0.321598,0.272121,4.675535,-4.081817
680,-0.272121,0.321598,4.576582,-4.081817
700,-0.346336,0.247383,4.675535,-4.007602
720,-0.371074,0.247383,4.675535,-3.982863
740,-0.371074,0.222645,4.626059,-4.057078
760,-0.272121,0.321598,4.527106,-4.156032
780,-0.321598,0.321598,4.626059,-4.081817
800,-0.371074,0.222645,4.700274,-4.007602
820,-0.470027,0.222645,4.749750,-3.982863
840,-0.272121,0.321598,4.576582,-4.106555
860,-0.247383,0.346336,4.527106,-4.106555
880,-0.321598,0.272121,4.601320,-4.007602
900,-0.321598,0.247383,4.700274,-3.982863
920,-0.371074,0.272121,4.626059,-3.982863
940,-0.272121,0.346336,4.527106,-4.156032
960,-0.321598,0.346336,4.527106,-4.156032
980,-0.371074,0.222645,4.749750,-3.982863
1000,-0.420551,0.173168,4.626059,-3.982863
1020,-0.272121,0.222645,4.576582,-4.057078
1040,-0.272121,0.321598,4.601320,-4.081817
1060,-0.346336,0.222645,4.626059,-4.007602
1080,-0.420551,0.173168,4.700274,-3.958125
1100,-0.346336,0.247383,4.675535,-4.057078
1119,-0.321598,0.272121,4.576582,-4.081817
1140,-0.371074,0.222645,4.626059,-4.007602
1160,-0.371074,0.247383,4.675535,-4.007602
1180,-0.346336,0.247383,4.626059,-3.982863
1200,-0.346336,0.272121,4.576582,-4.057078
1220,-0.272121,0.272121,4.576582,-4.156032
1240,-0.346336,0.222645,4.576582,-4.057078
1260,-0.346336,0.222645,4.626059,-4.081817
1280,-0.346336,0.247383,4.675535,-4.057078
1300,-0.272121,0.321598,4.576582,-4.156032
1319,-0.321598,0.247383,4.675535,-4.081817
1340,-0.346336,0.222645,4.626059,-4.007602
1360,-0.346336,0.222645,4.527106,-4.081817
1380,-0.321598,0.272121,4.527106,-4.106555
1400,-0.346336,0.272121,4.601320,-4.057078
1420,-0.346336,0.222645,4.576582,-4.057078
1440,-0.420551,0.247383,4.700274,-4.007602
1460,-0.346336,0.321598,4.626059,-4.081817
1480,-0.321598,0.272121,4.527106,-4.057078
1500,-0.321598,0.272121,4.576582,-4.057078
1520,-0.371074,0.247383,4.626059,-4.007602
1540,-0.371074,0.173168,4.626059,-3.982863
1562,-0.346336,0.272121,4.626059,-4.106555
1580,-0.272121,0.346336,4.502367,-4.205508
1600,-0.346336,0.321598,4.675535,-4.057078
1620,-0.420551,0.247383,4.700274,-4.081817
1640,-0.371074,0.247383,4.675535,-4.081817
1660,-0.321598,0.272121,4.601320,-4.106555
1680,-0.321598,0.272121,4.601320,-4.081817
1701,-0.371074,0.247383,4.601320,-3.982863
1720,-0.420551,0.173168,4.675535,-3.958125
1740,-0.420551,0.272121,4.626059,-3.982863
1760,-0.272121,0.371074,4.527106,-4.180769
1780,-0.321598,0.272121,4.601320,-4.156032
1800,-0.371074,0.247383,4.626059,-4.007602
1820,-0.346336,0.222645,4.675535,-4.007602
1840,-0.321598,0.346336,4.576582,-4.081817
1860,-0.247383,0.346336,4.527106,-4.106555
1880,-0.346336,0.148430,4.675535,-3.982863
1900,-0.445289,0.123691,4.749750,-3.859172
1920,-0.371074,0.222645,4.626059,-4.007602
1940,-0.272121,0.346336,4.502367,-4.081817
1960,-0.346336,0.247383,4.626059,-4.081817
1980,-0.420551,0.247383,4.725012,-3.982863
2000,-0.346336,0.247383,4.675535,-4.057078
2020,-0.272121,0.321598,4.576582,-4.106555
2040,-0.321598,0.321598,4.601320,-4.156032
2060,-0.371074,0.247383,4.626059,-4.007602
2080,-0.371074,0.247383,4.700274,-4.007602
2100,-0.346336,0.272121,4.626059,-4.057078
2120,-0.346336,0.321598,4.527106,-4.081817
2139,-0.321598,0.272121,4.601320,-4.081817
2160,-0.470027,0.222645,4.725012,-3.958125
2180,-0.420551,0.247383,4.601320,-4.057078
2200,-0.272121,0.346336,4.502367,-4.156032
2220,-0.272121,0.321598,4.527106,-4.156032
2240,-0.420551,0.247383,4.675535,-3.982863
2260,-0.346336,0.247383,4.626059,-3.982863
2280,-0.321598,0.272121,4.576582,-4.057078
2300,-0.321598,0.321598,4.576582,-4.081817
2320,-0.272121,0.247383,4.626059,-4.007602
2340,-0.420551,0.247383,4.675535,-4.007602
2360,-0.371074,0.272121,4.626059,-3.982863
