timestamp_ms,joint_val_1,joint_val_2,joint_val_3,joint_val_4
0,,,,
20,,,,
40,-0.321598,0.222645,4.576582,-3.908648
60,-0.272121,0.222645,4.502367,-4.007602
80,-0.321598,0.173168,4.502367,-3.908648
100,-0.420551,0.074215,4.700274,-3.908648
120,-0.321598,0.222645,4.576582,-3.982863
140,-0.272121,0.247383,4.601320,-4.007602
160,-0.321598,0.247383,4.428153,-4.057078
180,-0.321598,0.222645,4.601320,-3.958125
200,-0.371074,0.148430,4.675535,-3.883910
220,-0.371074,0.222645,4.576582,-3.982863
240,-0.321598,0.247383,4.477629,-4.007602
260,-0.321598,0.247383,4.527106,-4.057078
280,-0.346336,0.173168,4.626059,-3.908648
300,-0.420551,0.123691,4.700274,-3.859172
320,-0.272121,0.247383,4.502367,-4.057078
340,-0.321598,0.272121,4.428153,-4.057078
360,-0.371074,0.173168,4.626059,-3.982863
380,-0.371074,0.123691,4.576582,-3.908648
400,-0.321598,0.222645,4.626059,-3.982863
420,-0.321598,0.247383,4.576582,-3.982863
440,-0.272121,0.247383,4.477629,-3.982863
460,-0.371074,0.173168,4.626059,-3.908648
480,-0.346336,0.148430,4.601320,-3.958125
500,-0.346336,0.222645,4.601320,-3.982863
520,-0.321598,0.247383,4.576582,-4.081817
540,-0.371074,0.148430,4.601320,-3.958125
562,-0.420551,0.148430,4.700274,-3.883910
580,-0.321598,0.222645,4.477629,-3.982863
600,-0.371074,0.247383,4.576582,-3.982863
620,-0.321598,0.222645,4.626059,-3.958125
640,-0.371074,0.148430,4.626059,-3.883910
660,-0.371074,0.173168,4.601320,-3.908648
680,-0.321598,0.247383,4.502367,-4.007602
700,-0.247383,0.247383,4.477629,-4.057078
721,-0.371074,0.123691,4.601320,-3.908648
740,-0.371074,0.173168,4.601320,-3.883910
760,-0.346336,0.173168,4.601320,-3.982863
780,-0.346336,0.222645,4.502367,-4.057078
800,-0.321598,0.222645,4.601320,-3.982863
820,-0.346336,0.148430,4.626059,-3.982863
840,-0.371074,0.222645,4.601320,-3.883910
860,-0.371074,0.148430,4.576582,-4.007602
879,-0.321598,0.272121,4.576582,-3.982863
900,-0.346336,0.173168,4.576582,-4.057078
920,-0.445289,0.148430,4.700274,-3.883910
940,-0.346336,0.148430,4.675535,-3.958125
960,-0.272121,0.247383,4.527106,-4.007602
980,-0.346336,0.222645,4.576582,-3.982863
1000,-0.420551,0.173168,4.626059,-3.958125
1020,-0.371074,0.173168,4.601320,-3.982863
1040,-0.346336,0.247383,4.675535,-4.057078
1060,-0.272121,0.272121,4.502367,-4.081817
1080,-0.445289,0.148430,4.675535,-3.908648
1100,-0.445289,0.148430,4.576582,-3.958125
1120,-0.321598,0.222645,4.502367,-3.982863
1140,-0.272121,0.222645,4.502367,-4.007602
1160,-0.272121,0.222645,4.601320,-4.007602
1180,-0.346336,0.222645,4.601320,-3.908648
1200,-0.371074,0.148430,4.576582,-3.883910
1220,-0.346336,0.222645,4.576582,-4.057078
1240,-0.321598,0.247383,4.576582,-4.007602
1260,-0.371074,0.173168,4.601320,-3.982863
1280,-0.420551,0.148430,4.601320,-3.958125
