timestamp_ms,joint_val_1,joint_val_2,joint_val_3,joint_val_4
0,,,,
18,-0.123691,0.519504,3.562313,-3.636528
38,-0.123691,0.519504,3.562313,-3.636528
58,-0.024738,0.593719,3.463359,-3.784957
78,0.000000,0.593719,3.438621,-3.784957
98,-0.049477,0.519504,3.537574,-3.661266
118,-0.024738,0.519504,3.587051,-3.587051
138,-0.024738,0.568980,3.488098,-3.760219
158,-0.049477,0.643195,3.488098,-3.686004
178,-0.049477,0.544242,3.562313,-3.686004
198,-0.123691,0.445289,3.587051,-3.587051
218,-0.074215,0.544242,3.488098,-3.710742
238,0.000000,0.568980,3.438621,-3.710742
258,0.000000,0.593719,3.438621,-3.686004
278,-0.074215,0.544242,3.562313,-3.636528
298,-0.049477,0.519504,3.587051,-3.661266
318,0.000000,0.544242,3.488098,-3.661266
338,0.000000,0.568980,3.438621,-3.661266
358,-0.049477,0.568980,3.537574,-3.661266
378,-0.074215,0.519504,3.537574,-3.661266
398,-0.074215,0.544242,3.488098,-3.636528
418,-0.049477,0.568980,3.463359,-3.710742
438,-0.024738,0.593719,3.438621,-3.661266
458,0.000000,0.544242,3.488098,-3.661266
478,-0.123691,0.544242,3.636528,-3.587051
498,-0.049477,0.519504,3.562313,-3.587051
518,0.000000,0.643195,3.389145,-3.809695
538,-0.049477,0.593719,3.488098,-3.661266
558,-0.123691,0.544242,3.463359,-3.710742
578,-0.123691,0.568980,3.587051,-3.686004
598,-0.049477,0.568980,3.488098,-3.661266
618,-0.024738,0.568980,3.438621,-3.760219
638,-0.074215,0.519504,3.587051,-3.661266
658,-0.148430,0.519504,3.562313,-3.636528
678,-0.074215,0.593719,3.438621,-3.760219
698,-0.049477,0.593719,3.438621,-3.760219
718,-0.049477,0.568980,3.438621,-3.710742
738,-0.123691,0.519504,3.587051,-3.661266
758,-0.074215,0.544242,3.562313,-3.661266
778,-0.024738,0.568980,3.537574,-3.686004
798,-0.074215,0.568980,3.488098,-3.710742
818,-0.049477,0.544242,3.562313,-3.710742
838,-0.123691,0.519504,3.488098,-3.636528
858,-0.074215,0.519504,3.537574,-3.636528
878,-0.074215,0.544242,3.562313,-3.686004
898,-0.074215,0.643195,3.537574,-3.710742
918,-0.074215,0.568980,3.537574,-3.686004
938,-0.123691,0.470027,3.562313,-3.587051
958,-0.074215,0.544242,3.537574,-3.710742
978,-0.049477,0.568980,3.438621,-3.710742
998,-0.049477,0.544242,3.562313,-3.661266
1018,-0.024738,0.544242,3.562313,-3.686004
1038,-0.123691,0.544242,3.488098,-3.661266
1058,-0.049477,0.667934,3.537574,-3.760219
1078,-0.049477,0.568980,3.488098,-3.661266
1098,-0.074215,0.544242,3.587051,-3.661266
1118,-0.049477,0.519504,3.537574,-3.636528
1138,-0.049477,0.519504,3.562313,-3.710742
1158,0.000000,0.593719,3.463359,-3.760219
1178,0.000000,0.593719,3.488098,-3.661266
1198,-0.123691,0.544242,3.488098,-3.686004
1218,-0.123691,0.544242,3.537574,-3.587051
1238,-0.049477,0.593719,3.488098,-3.710742
1258,-0.074215,0.643195,3.488098,-3.710742
1278,-0.074215,0.519504,3.537574,-3.636528
1298,-0.049477,0.519504,3.562313,-3.636528
1318,-0.074215,0.568980,3.537574,-3.537574
1338,-0.049477,0.568980,3.488098,-3.636528
1358,-0.024738,0.519504,3.537574,-3.661266
1378,-0.074215,0.519504,3.562313,-3.562313
1398,-0.074215,0.519504,3.562313,-3.686004
1418,-0.049477,0.544242,3.562313,-3.710742
1438,-0.049477,0.568980,3.463359,-3.710742
1458,-0.049477,0.544242,3.587051,-3.661266
1478,-0.049477,0.470027,3.562313,-3.636528
1498,0.000000,0.643195,3.463359,-3.760219
1518,0.000000,0.568980,3.463359,-3.686004
1538,-0.074215,0.593719,3.537574,-3.661266
1558,-0.123691,0.519504,3.587051,-3.661266
1578,-0.049477,0.593719,3.488098,-3.710742
1598,-0.074215,0.568980,3.488098,-3.710742
1618,-0.049477,0.568980,3.438621,-3.710742
1638,-0.049477,0.544242,3.463359,-3.686004
1658,-0.074215,0.544242,3.562313,-3.710742
1679,-0.024738,0.544242,3.488098,-3.686004
1698,0.000000,0.643195,3.438621,-3.710742
1718,-0.123691,0.544242,3.562313,-3.636528
1738,-0.123691,0.470027,3.587051,-3.562313
1758,0.000000,0.568980,3.537574,-3.661266
1778,-0.049477,0.568980,3.438621,-3.710742
1798,-0.049477,0.544242,3.537574,-3.661266
1818,-0.074215,0.519504,3.562313,-3.661266
1838,-0.148430,0.544242,3.562313,-3.636528
1858,-0.024738,0.544242,3.488098,-3.686004
1878,0.000000,0.568980,3.488098,-3.760219
1898,-0.074215,0.544242,3.537574,-3.636528
1918,-0.148430,0.519504,3.562313,-3.636528
1938,-0.123691,0.568980,3.488098,-3.710742
1958,-0.049477,0.593719,3.463359,-3.760219
1978,0.000000,0.643195,3.463359,-3.760219
1998,-0.123691,0.519504,3.537574,-3.587051
2018,-0.074215,0.519504,3.562313,-3.587051
2038,-0.049477,0.568980,3.463359,-3.710742
2058,-0.049477,0.643195,3.463359,-3.760219
2078,-0.123691,0.568980,3.562313,-3.710742
2098,-0.049477,0.568980,3.537574,-3.587051
2118,-0.074215,0.568980,3.537574,-3.636528
2138,0.000000,0.568980,3.389145,-3.760219
2158,-0.049477,0.568980,3.488098,-3.760219
2178,-0.049477,0.544242,3.537574,-3.661266
2198,-0.049477,0.519504,3.537574,-3.636528
2218,-0.049477,0.568980,3.537574,-3.636528
2238,0.000000,0.593719,3.389145,-3.784957
2258,-0.049477,0.544242,3.488098,-3.587051
2278,-0.123691,0.470027,3.537574,-3.562313
2298,-0.074215,0.519504,3.463359,-3.587051
2318,-0.074215,0.568980,3.438621,-3.661266
2338,-0.049477,0.568980,3.438621,-3.661266
2358,-0.123691,0.445289,3.587051,-3.587051
2378,-0.049477,0.544242,3.537574,-3.661266
2398,-0.024738,0.568980,3.463359,-3.710742
