timestamp_ms,joint_val_1,joint_val_2,joint_val_3,joint_val_4
0,-0.049477,0.544242,3.562313,-3.587051
20,-0.123691,0.519504,3.587051,-3.661266
40,-0.074215,0.519504,3.587051,-3.661266
60,-0.074215,0.568980,3.537574,-3.686004
80,-0.049477,0.544242,3.587051,-3.686004
100,-0.049477,0.519504,3.587051,-3.636528
120,-0.123691,0.519504,3.636528,-3.587051
140,-0.074215,0.568980,3.562313,-3.710742
160,0.000000,0.568980,3.488098,-3.760219
180,-0.123691,0.544242,3.587051,-3.587051
200,-0.123691,0.519504,3.661266,-3.587051
220,-0.123691,0.568980,3.488098,-3.710742
240,-0.049477,0.593719,3.488098,-3.760219
260,-0.049477,0.544242,3.562313,-3.760219
280,-0.148430,0.544242,3.636528,-3.661266
300,-0.148430,0.470027,3.636528,-3.661266
320,-0.074215,0.593719,3.537574,-3.710742
340,-0.123691,0.544242,3.636528,-3.661266
360,-0.074215,0.470027,3.636528,-3.661266
380,-0.148430,0.519504,3.636528,-3.587051
400,-0.074215,0.544242,3.562313,-3.686004
420,-0.049477,0.568980,3.537574,-3.710742
440,-0.049477,0.593719,3.587051,-3.760219
460,-0.148430,0.445289,3.636528,-3.562313
480,-0.148430,0.519504,3.636528,-3.636528
500,-0.074215,0.544242,3.562313,-3.710742
520,-0.074215,0.568980,3.537574,-3.760219
540,-0.074215,0.568980,3.587051,-3.636528
560,-0.123691,0.519504,3.661266,-3.587051
580,-0.074215,0.544242,3.587051,-3.710742
600,-0.074215,0.593719,3.537574,-3.710742
620,-0.024738,0.568980,3.562313,-3.710742
640,-0.074215,0.445289,3.636528,-3.562313
660,-0.173168,0.470027,3.686004,-3.562313
680,-0.049477,0.568980,3.636528,-3.686004
700,-0.049477,0.544242,3.587051,-3.661266
720,-0.074215,0.544242,3.562313,-3.710742
740,-0.123691,0.470027,3.562313,-3.587051
760,-0.148430,0.519504,3.587051,-3.686004
780,-0.074215,0.568980,3.562313,-3.710742
800,-0.074215,0.593719,3.488098,-3.710742
820,-0.074215,0.568980,3.562313,-3.686004
840,-0.074215,0.470027,3.661266,-3.661266
860,-0.148430,0.544242,3.636528,-3.661266
880,-0.049477,0.568980,3.537574,-3.661266
900,-0.024738,0.519504,3.562313,-3.636528
