timestamp_ms,joint_val_1,joint_val_2,joint_val_3,joint_val_4
0,0.321598,0.148430,3.636528,-3.784957
20,0.272121,0.123691,3.661266,-3.760219
40,0.321598,0.148430,3.636528,-3.859172
60,0.371074,0.173168,3.587051,-3.908648
80,0.346336,0.247383,3.587051,-3.908648
100,0.321598,0.173168,3.686004,-3.859172
120,0.321598,0.148430,3.636528,-3.859172
140,0.445289,0.247383,3.488098,-3.958125
160,0.420551,0.272121,3.488098,-3.908648
180,0.272121,0.173168,3.636528,-3.809695
200,0.272121,0.123691,3.686004,-3.760219
220,0.346336,0.247383,3.587051,-3.809695
240,0.346336,0.321598,3.537574,-3.982863
260,0.321598,0.173168,3.636528,-3.784957
280,0.321598,0.123691,3.710742,-3.784957
300,0.346336,0.148430,3.636528,-3.859172
320,0.346336,0.173168,3.636528,-3.883910
340,0.346336,0.173168,3.636528,-3.883910
360,0.346336,0.123691,3.661266,-3.760219
380,0.321598,0.173168,3.636528,-3.784957
400,0.346336,0.173168,3.661266,-3.784957
420,0.371074,0.173168,3.562313,-3.859172
440,0.321598,0.173168,3.587051,-3.809695
460,0.247383,0.123691,3.686004,-3.784957
480,0.346336,0.148430,3.636528,-3.784957
500,0.371074,0.247383,3.562313,-3.859172
520,0.321598,0.173168,3.562313,-3.859172
540,0.321598,0.148430,3.710742,-3.809695
560,0.222645,0.148430,3.686004,-3.784957
580,0.346336,0.247383,3.587051,-3.958125
600,0.371074,0.173168,3.587051,-3.908648
620,0.346336,0.173168,3.537574,-3.883910
640,0.272121,0.148430,3.686004,-3.784957
660,0.371074,0.123691,3.661266,-3.760219
680,0.321598,0.247383,3.636528,-3.958125
700,0.321598,0.272121,3.537574,-3.958125
720,0.272121,0.173168,3.636528,-3.859172
740,0.321598,0.173168,3.636528,-3.809695
760,0.321598,0.148430,3.661266,-3.784957
780,0.346336,0.173168,3.587051,-3.908648
800,0.371074,0.247383,3.562313,-3.883910
820,0.346336,0.148430,3.636528,-3.784957
840,0.272121,0.173168,3.636528,-3.859172
860,0.346336,0.247383,3.587051,-3.859172
880,0.346336,0.173168,3.636528,-3.883910
900,0.346336,0.173168,3.587051,-3.809695
920,0.247383,0.123691,3.710742,-3.784957
940,0.321598,0.173168,3.562313,-3.784957
960,0.420551,0.173168,3.562313,-3.908648
980,0.321598,0.247383,3.587051,-3.859172
1000,0.321598,0.173168,3.686004,-3.809695
1020,0.247383,0.148430,3.661266,-3.809695
1040,0.346336,0.272121,3.537574,-3.908648
1060,0.371074,0.173168,3.537574,-3.958125
1080,0.272121,0.148430,3.587051,-3.760219
1100,0.272121,0.148430,3.661266,-3.784957
1120,0.371074,0.173168,3.587051,-3.859172
1140,0.346336,0.173168,3.537574,-3.859172
1160,0.371074,0.148430,3.587051,-3.883910
1181,0.247383,0.074215,3.661266,-3.760219
1200,0.321598,0.148430,3.587051,-3.760219
1220,0.371074,0.222645,3.587051,-3.859172
1240,0.420551,0.272121,3.537574,-3.883910
1260,0.321598,0.074215,3.661266,-3.784957
1280,0.247383,0.123691,3.710742,-3.760219
1300,0.346336,0.173168,3.587051,-3.859172
1320,0.371074,0.272121,3.537574,-3.908648
1340,0.371074,0.247383,3.587051,-3.908648
1360,0.272121,0.148430,3.661266,-3.859172
1380,0.272121,0.173168,3.636528,-3.784957
1400,0.420551,0.247383,3.636528,-3.908648
1420,0.371074,0.173168,3.636528,-3.809695
1440,0.321598,0.173168,3.587051,-3.809695
1460,0.272121,0.049477,3.661266,-3.784957
1480,0.346336,0.173168,3.562313,-3.859172
1500,0.371074,0.247383,3.587051,-3.859172
1520,0.346336,0.148430,3.562313,-3.809695
1540,0.321598,0.148430,3.562313,-3.859172
1560,0.247383,0.173168,3.636528,-3.784957
