timestamp_ms,joint_val_1,joint_val_2,joint_val_3,joint_val_4
0,,,,
20,0.272121,0.148430,3.809695,-3.809695
40,0.371074,0.123691,3.760219,-3.883910
60,0.470027,0.272121,3.710742,-3.883910
80,0.470027,0.321598,3.661266,-3.908648
100,0.371074,0.148430,3.784957,-3.859172
120,0.346336,0.074215,3.809695,-3.784957
140,0.371074,0.173168,3.686004,-3.883910
160,0.371074,0.222645,3.710742,-3.883910
180,0.470027,0.222645,3.686004,-3.958125
200,0.420551,0.148430,3.710742,-3.809695
220,0.346336,0.123691,3.760219,-3.809695
240,0.445289,0.173168,3.686004,-3.908648
260,0.445289,0.222645,3.661266,-3.958125
280,0.420551,0.148430,3.760219,-3.859172
302,0.371074,0.148430,3.760219,-3.859172
320,0.470027,0.173168,3.661266,-3.883910
340,0.445289,0.222645,3.661266,-3.908648
360,0.445289,0.222645,3.661266,-3.883910
380,0.371074,0.173168,3.760219,-3.809695
400,0.420551,0.173168,3.760219,-3.859172
420,0.445289,0.222645,3.661266,-3.908648
441,0.420551,0.272121,3.686004,-3.883910
460,0.420551,0.173168,3.686004,-3.809695
480,0.371074,0.148430,3.710742,-3.809695
500,0.445289,0.173168,3.710742,-3.883910
520,0.445289,0.222645,3.661266,-3.908648
540,0.445289,0.173168,3.710742,-3.883910
560,0.420551,0.173168,3.760219,-3.859172
580,0.346336,0.148430,3.710742,-3.908648
600,0.420551,0.222645,3.710742,-3.883910
620,0.445289,0.222645,3.686004,-3.883910
640,0.346336,0.222645,3.686004,-3.809695
660,0.420551,0.173168,3.784957,-3.784957
680,0.420551,0.074215,3.710742,-3.809695
700,0.445289,0.222645,3.710742,-3.883910
720,0.445289,0.173168,3.686004,-3.883910
745,0.420551,0.222645,3.710742,-3.859172
760,0.371074,0.173168,3.760219,-3.859172
780,0.420551,0.173168,3.809695,-3.883910
800,0.371074,0.272121,3.661266,-3.908648
820,0.371074,0.272121,3.760219,-3.859172
840,0.321598,0.173168,3.760219,-3.859172
860,0.371074,0.222645,3.661266,-3.883910
880,0.470027,0.222645,3.661266,-3.883910
900,0.420551,0.222645,3.686004,-3.908648
920,0.420551,0.173168,3.760219,-3.809695
940,0.445289,0.222645,3.686004,-3.809695
960,0.445289,0.222645,3.686004,-3.908648
980,0.445289,0.272121,3.587051,-3.958125
1000,0.445289,0.321598,3.636528,-3.908648
1020,0.371074,0.222645,3.710742,-3.809695
1040,0.321598,0.173168,3.686004,-3.883910
1060,0.420551,0.173168,3.710742,-3.883910
1080,0.420551,0.222645,3.686004,-3.883910
1100,0.445289,0.173168,3.710742,-3.809695
1120,0.420551,0.148430,3.760219,-3.784957
1140,0.420551,0.148430,3.710742,-3.809695
1160,0.420551,0.123691,3.686004,-3.883910
1180,0.470027,0.173168,3.686004,-3.908648
1200,0.445289,0.173168,3.760219,-3.883910
1220,0.420551,0.222645,3.710742,-3.883910
1240,0.445289,0.222645,3.686004,-3.908648
1260,0.420551,0.247383,3.686004,-3.883910
1280,0.346336,0.148430,3.784957,-3.883910
1300,0.371074,0.173168,3.760219,-3.859172
1320,0.346336,0.173168,3.686004,-3.908648
1340,0.371074,0.222645,3.661266,-3.908648
1362,0.445289,0.272121,3.661266,-3.958125
1380,0.420551,0.222645,3.710742,-3.883910
1400,0.420551,0.222645,3.686004,-3.809695
1420,0.445289,0.173168,3.710742,-3.859172
1440,0.445289,0.222645,3.686004,-3.908648
1460,0.470027,0.222645,3.686004,-3.883910
1480,0.371074,0.173168,3.760219,-3.883910
1500,0.321598,0.148430,3.784957,-3.809695
1520,0.371074,0.222645,3.686004,-3.908648
1540,0.470027,0.222645,3.661266,-3.883910
1561,0.371074,0.222645,3.760219,-3.859172
1580,0.420551,0.148430,3.784957,-3.809695
1600,0.420551,0.148430,3.710742,-3.883910
1620,0.470027,0.247383,3.636528,-3.958125
1640,0.445289,0.222645,3.686004,-3.883910
1660,0.346336,0.148430,3.710742,-3.809695
1680,0.346336,0.173168,3.710742,-3.809695
1700,0.470027,0.222645,3.636528,-3.859172
1720,0.519504,0.272121,3.661266,-3.908648
1740,0.420551,0.173168,3.686004,-3.859172
1760,0.321598,0.049477,3.859172,-3.784957
1780,0.346336,0.123691,3.710742,-3.809695
1800,0.470027,0.272121,3.686004,-3.958125
1820,0.420551,0.247383,3.710742,-3.908648
